【物资类】中国电建甘肃能源公司房地产公司华电小区11#、12#、15#、16#、17#楼、地下车库断桥铝合金平...,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059693
【设备类】中国电建水电五局二分局成都轨道交通18号线轨道二标铁路专用设备（二次挂网）采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059489
【物资类】中国电建水电五局国际公司科特迪瓦波波里项目火工材料采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059235
【物资类】中国电建水电八局基础设施公司泛悦城混凝土采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059226
【设备类】中国电建贵阳院越南YEN SON水电站工程卷扬式启闭机设备采购采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059180
【物资类】中国电建水电四局水电公司白鹤滩施工局模板公开招标采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059176
【设备类】中国电建贵阳院越南YEN SON水电站工程主厂房桥式起重机采购采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059178
【物资类】中国电建水电七局贸易公司崇州市李家岩水库贝雷桥采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18059140
【设备类】中国电建水电十一局第五分局中开高速项目门式起重机采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18058992
【物资类】中国电建水电六局机电安装分局乌东德金属结构项目部不锈钢无缝钢管采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18058558
【工程类】中国电建电建地产公司武汉“洺悦御府”示范区园林景观工程招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057518
【工程类】中国电建贵阳院贵州省黔西南州普安县采煤沉陷区综合治理（楼下镇集镇移民避险安置）项目3标段招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057513
【物资类】中国电建股份公司阜阳市城区水系综合整治（含黑臭水体治理）PPP项目（标段一）工程商品混凝土采购项目招...,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057380
【物资类】中国电建股份公司阜阳市城区水系综合整治（含黑臭水体治理）PPP项目（标段一）工程水泥采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057376
【物资类】中国电建股份公司阜阳市城区水系综合整治（含黑臭水体治理）PPP项目（标段一）工程水泥管采购项目招标公...,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057370
【物资类】中国电建股份公司阜阳市城区水系综合整治（含黑臭水体治理）PPP项目（标段一）工程钢筋采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057374
【工程类】中国电建中南院湖南省衡东县坳家台风电场集电线路电缆及光缆敷设工程招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18057111
【物资类】中国电建水电十一局第六分局中开高速拌合站项目骨料采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18056895
【物资类】中国电建水电七局杨房沟总承包项目部冷却水管（钢管）采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18056892
